Ticker,Original_Name,Date,Action,Conviction,Entry_Price,T+1w,T+1m,T+3m,T+6m,Verdict
HAS,HAS,2025-10-23,Hold,6,77.22,-1.78,2.56,,,CORRECT ✅
META,META,2025-10-23,Hold,5,733.4,-9.2,-19.04,,,BAD HOLD ❌
INTC,INTC,2025-10-23,Hold,7,38.16,5.24,-9.59,,,WRONG ❌
ETSY,ETSY,2025-10-23,Hold,6,73.88,-16.17,-28.14,,,WRONG ❌
AAPL,AAPL,2025-10-23,Hold,4,259.33,4.55,4.69,,,SAFE 🛡️
AMZN,AMZN,2025-10-23,Hold,4,221.09,0.8,-0.18,,,SAFE 🛡️
GOOG,GOOG,2025-10-23,Hold,6,253.56,11.1,18.1,,,CORRECT ✅
MSFT,MSFT,2025-10-23,Hold,6,519.59,1.0,-9.14,,,WRONG ❌
NFLX,NFLX,2025-10-23,Sell/Avoid,3,111.36,-2.21,-6.33,,,CORRECT ✅
BA,BA,2025-10-23,Hold,7,217.77,-8.12,-17.48,,,WRONG ❌
NVDA,NVDA,2025-10-23,Hold,5,182.15,11.38,-1.8,,,SAFE 🛡️
PLTR,PLTR,2025-10-23,Hold,5,180.48,7.8,-14.2,,,BAD HOLD ❌
TSLA,TSLA,2025-10-23,Sell/Avoid,3,448.98,-1.98,-12.89,,,CORRECT ✅
TMUS,TMUS,2025-10-23,Hold,6,218.91,-4.25,-4.78,,,WRONG ❌
HNST,HNST,2025-10-23,Avoid,2,3.65,-7.12,-30.96,,,CORRECT ✅
HAS,HAS,2025-10-23,Hold,6,77.22,-1.78,2.56,,,CORRECT ✅
BABA,BABA,2025-10-23,Hold,8,171.9,1.18,-11.04,,,WRONG ❌
NOV,NOV,2025-10-23,Hold,7,14.02,7.39,6.18,,,CORRECT ✅
TMUS,TMUS,2025-10-23,Hold,6,218.91,-4.25,-4.78,,,WRONG ❌
GOOG,GOOG,2025-10-23,Hold,6,253.56,11.1,18.1,,,CORRECT ✅
TSLA,TSLA,2025-10-23,Sell/Avoid,3,448.98,-1.98,-12.89,,,CORRECT ✅
PLTR,PLTR,2025-10-23,Hold,5,180.48,7.8,-14.2,,,BAD HOLD ❌
NVDA,NVDA,2025-10-23,Hold,5,182.15,11.38,-1.8,,,SAFE 🛡️
NFLX,NFLX,2025-10-23,Sell/Avoid,3,111.36,-2.21,-6.33,,,CORRECT ✅
META,META,2025-10-23,Hold,5,733.4,-9.2,-19.04,,,BAD HOLD ❌
MSFT,MSFT,2025-10-23,Hold,6,519.59,1.0,-9.14,,,WRONG ❌
AMZN,AMZN,2025-10-23,Hold,4,221.09,0.8,-0.18,,,SAFE 🛡️
CPS,Cooper Standard,2025-10-23,Buy,9,37.6,-4.87,-17.9,,,WRONG ❌
AAPL,AAPL,2025-10-23,Hold,4,259.33,4.55,4.69,,,SAFE 🛡️
ETSY,ETSY,2025-10-23,Hold,6,73.88,-16.17,-28.14,,,WRONG ❌
INTC,INTC,2025-10-23,Hold,7,38.16,5.24,-9.59,,,WRONG ❌
BABA,BABA,2025-10-23,Hold,8,171.9,1.18,-11.04,,,WRONG ❌
BA,BA,2025-10-23,Hold,7,217.77,-8.12,-17.48,,,WRONG ❌
GOOS,GOOS,2025-10-23,Buy,8,13.44,2.01,-6.92,,,WRONG ❌
HAS,HAS,2025-10-23,Hold,6,77.22,-1.78,2.56,,,CORRECT ✅
TMUS,TMUS,2025-10-23,Hold,6,218.91,-4.25,-4.78,,,WRONG ❌
GM,GM,2025-10-23,Hold,6,66.72,2.72,5.21,,,CORRECT ✅
PF,PF,2025-10-23,Hold,6,,,,,,PENDING ⏳
EMN,EMN,2025-10-23,Hold,6,62.27,-5.33,-5.63,,,WRONG ❌
FMC,FMC,2025-10-23,Hold,6,30.3,-48.75,-57.92,,,WRONG ❌
TGT,TGT,2025-10-23,Hold,6,93.08,-1.41,-5.86,,,WRONG ❌
HAIN,HAIN,2025-10-23,Avoid,2,1.5,-14.0,-23.33,,,CORRECT ✅
TEO,TEO,2025-10-23,Hold,4,7.65,39.22,54.9,,,SAFE 🛡️
CGNX,CGNX,2025-10-23,Hold,4,47.93,-14.01,-23.04,,,BAD HOLD ❌
NVO,NVO,2025-10-23,Hold,6,53.23,-5.99,-10.52,,,WRONG ❌
F,F,2025-10-23,Hold,6,12.2,5.83,5.17,,,CORRECT ✅
FDX,PEDEX,2025-10-23,Avoid,2,236.96,4.52,13.13,,,WRONG ❌
NFLX,NETFLIX,2025-10-23,Avoid,3,111.36,-2.21,-6.33,,,CORRECT ✅
OIS,OIS,2025-10-23,Avoid,3,6.73,0.74,-9.06,,,CORRECT ✅
MOH,MOLINA,2025-10-23,Avoid,2,161.0,-6.15,-12.07,,,CORRECT ✅
UNH,UNH,2025-10-23,Hold,6,358.04,-4.36,-11.23,,,WRONG ❌
PYPL,PYPL,2025-10-23,Hold,6,69.5,-2.48,-12.85,,,WRONG ❌
TREX,TREX,2025-10-23,Hold,6,49.15,-2.77,-36.83,,,WRONG ❌
GM,GM,2025-10-23,Hold,6,66.72,2.72,5.21,,,CORRECT ✅
HAS,HAS,2025-10-23,Hold,6,77.22,-1.78,2.56,,,CORRECT ✅
CGNX,CGNX,2025-10-23,Hold,4,47.93,-14.01,-23.04,,,BAD HOLD ❌
TPL,TPL,2025-10-23,Hold,4,935.9,-0.97,-4.4,,,SAFE 🛡️
EMN,EMN,2025-10-23,Hold,6,62.27,-5.33,-5.63,,,WRONG ❌
FMC,FMC,2025-10-23,Hold,6,30.3,-48.75,-57.92,,,WRONG ❌
TGT,TGT,2025-10-23,Hold,6,93.08,-1.41,-5.86,,,WRONG ❌
HAIN,HAIN,2025-10-23,Avoid,2,1.5,-14.0,-23.33,,,CORRECT ✅
TEO,TEO,2025-10-23,Hold,4,7.65,39.22,54.9,,,SAFE 🛡️
PF,PF,2025-10-23,Hold,6,,,,,,PENDING ⏳
PYPL,PYPL,2025-10-23,Hold,6,69.5,-2.48,-12.85,,,WRONG ❌
NVO,NVO,2025-10-23,Hold,6,53.23,-5.99,-10.52,,,WRONG ❌
FDX,PEDEX,2025-10-23,Avoid,2,236.96,4.52,13.13,,,WRONG ❌
NFLX,NETFLIX,2025-10-23,Avoid,3,111.36,-2.21,-6.33,,,CORRECT ✅
OIS,OIS,2025-10-23,Avoid,3,6.73,0.74,-9.06,,,CORRECT ✅
MOH,MOLINA,2025-10-23,Avoid,2,161.0,-6.15,-12.07,,,CORRECT ✅
UNH,UNH,2025-10-23,Hold,6,358.04,-4.36,-11.23,,,WRONG ❌
F,F,2025-10-23,Hold,6,12.2,5.83,5.17,,,CORRECT ✅
GM,GM,2025-10-23,Hold,6,66.72,2.72,5.21,,,CORRECT ✅
TMUS,TMUS,2025-10-23,Hold,6,218.91,-4.25,-4.78,,,WRONG ❌
TREX,TREX,2025-10-23,Hold,6,49.15,-2.77,-36.83,,,WRONG ❌
TSLA,TSLA,2025-10-23,Sell/Avoid,3,448.98,-1.98,-12.89,,,CORRECT ✅
EMN,EMN,2025-10-23,Hold,6,62.27,-5.33,-5.63,,,WRONG ❌
FMC,FMC,2025-10-23,Hold,6,30.3,-48.75,-57.92,,,WRONG ❌
TGT,TGT,2025-10-23,Hold,6,93.08,-1.41,-5.86,,,WRONG ❌
HAIN,HAIN,2025-10-23,Avoid,2,1.5,-14.0,-23.33,,,CORRECT ✅
TEO,TEO,2025-10-23,Hold,4,7.65,39.22,54.9,,,SAFE 🛡️
CGNX,CGNX,2025-10-23,Hold,4,47.93,-14.01,-23.04,,,BAD HOLD ❌
PF,PF,2025-10-23,Hold,6,,,,,,PENDING ⏳
NVO,NVO,2025-10-23,Hold,6,53.23,-5.99,-10.52,,,WRONG ❌
FDX,PEDEX,2025-10-23,Avoid,2,236.96,4.52,13.13,,,WRONG ❌
NFLX,NETFLIX,2025-10-23,Avoid,3,111.36,-2.21,-6.33,,,CORRECT ✅
OIS,OIS,2025-10-23,Avoid,3,6.73,0.74,-9.06,,,CORRECT ✅
MOH,MOLINA,2025-10-23,Avoid,2,161.0,-6.15,-12.07,,,CORRECT ✅
UNH,UNH,2025-10-23,Hold,6,358.04,-4.36,-11.23,,,WRONG ❌
PYPL,PYPL,2025-10-23,Hold,6,69.5,-2.48,-12.85,,,WRONG ❌
HNST,HNST,2025-10-23,Avoid,2,3.65,-7.12,-30.96,,,CORRECT ✅
TPL,TPL,2025-10-23,Hold,4,935.9,-0.97,-4.4,,,SAFE 🛡️
GOOS,GOOS,2025-10-23,Buy,8,13.44,2.01,-6.92,,,WRONG ❌
AMZN,AMZN,2025-10-23,Hold,4,221.09,0.8,-0.18,,,SAFE 🛡️
PLTR,PLTR,2025-10-23,Hold,5,180.48,7.8,-14.2,,,BAD HOLD ❌
NVDA,NVDA,2025-10-23,Hold,5,182.15,11.38,-1.8,,,SAFE 🛡️
NFLX,NFLX,2025-10-23,Sell/Avoid,3,111.36,-2.21,-6.33,,,CORRECT ✅
META,META,2025-10-23,Hold,5,733.4,-9.2,-19.04,,,BAD HOLD ❌
CPS,Cooper Standard,2025-10-23,Buy,9,37.6,-4.87,-17.9,,,WRONG ❌
GOOG,GOOG,2025-10-23,Hold,6,253.56,11.1,18.1,,,CORRECT ✅
MSFT,MSFT,2025-10-23,Hold,6,519.59,1.0,-9.14,,,WRONG ❌
AAPL,AAPL,2025-10-23,Hold,4,259.33,4.55,4.69,,,SAFE 🛡️
ETSY,ETSY,2025-10-23,Hold,6,73.88,-16.17,-28.14,,,WRONG ❌
INTC,INTC,2025-10-23,Hold,7,38.16,5.24,-9.59,,,WRONG ❌
BABA,BABA,2025-10-23,Hold,8,171.9,1.18,-11.04,,,WRONG ❌
BA,BA,2025-10-23,Hold,7,217.77,-8.12,-17.48,,,WRONG ❌
NOV,NOV,2025-10-23,Hold,7,14.02,7.39,6.18,,,CORRECT ✅
UA,UA,2025-10-16,Pass,1,4.62,1.3,-5.84,,,PENDING ⏳
GLOB,GLOB,2025-10-16,Pass,2,56.57,5.9,7.95,,,WRONG ❌
DXCM,DXCM,2025-10-16,Pass,4,66.33,7.13,-12.47,,,PENDING ⏳
NOG,NOG,2025-10-16,Pass,1,21.42,3.59,4.2,,,PENDING ⏳
TLRY,TLRY,2025-10-16,Pass,1,15.4,-3.9,-29.87,,,PENDING ⏳
OKTA,OKTA,2025-10-16,Pass,3,87.71,0.96,-4.3,,,CORRECT ✅
SSTK,SSTK,2025-10-16,Pass,2,24.62,1.08,-14.26,,,CORRECT ✅
ETSY,ETSY,2025-10-16,Buy,8,71.45,3.4,-20.08,,,WRONG ❌
FISV,FISV,2025-10-16,Pass,4,118.0,5.05,-46.25,,,PENDING ⏳
PYPL,PYPL,2025-10-16,Buy,7,65.9,5.47,-4.91,,,WRONG ❌
BABA,BABA,2025-10-16,Hold,8,165.09,4.13,-6.84,,,WRONG ❌
INTC,INTC,2025-10-16,Hold,7,36.84,3.58,-3.58,,,WRONG ❌
NOV,NOV,2025-10-16,Buy,8,12.63,10.95,23.88,,,CORRECT ✅
VFC,VFC,2025-10-16,Buy,9,14.1,12.14,5.65,,,CORRECT ✅
KSPI,KSPI,2025-10-16,Monitor,5,73.92,0.81,-0.22,,,PENDING ⏳
BABA,BABA,2025-10-09,Hold,7,173.68,-4.95,-4.23,,,WRONG ❌
ANF,ANF,2025-10-09,Pass,2,76.91,-10.19,-6.94,,,PENDING ⏳
GPRK,GPRK,2025-10-09,Do more research,4,6.57,-5.48,24.81,,,PENDING ⏳
UPS,UPS,2025-10-09,Pass for now,5,83.82,0.42,12.51,,,PENDING ⏳
EL,EL,2025-10-09,Buy on weakness,8,93.62,3.01,-6.62,,,WRONG ❌
QXO,QXO,2025-10-09,Hold,9,19.73,-4.05,-12.87,,,WRONG ❌
GOOS,GOOS,2025-10-09,Hold,9,13.24,-1.51,-4.91,,,WRONG ❌
DEO,DEO,2025-10-09,Buy on weakness,8,92.97,3.42,-2.34,,,FLAT ➖
CIVI,CIVI,2025-10-09,Pass,1,32.38,-15.06,-17.18,,,PENDING ⏳
FMX,FMX,2025-10-09,Pass,3,95.18,0.2,0.7,,,PENDING ⏳
PZZA,PZZA,2025-10-09,Do more research,6,41.86,25.28,-2.95,,,WRONG ❌
FMC,FMC,2025-10-09,Do more research,6,29.88,0.33,-53.18,,,WRONG ❌
MGM,MGM,2025-10-09,Pass,4,32.45,-2.34,0.65,,,PENDING ⏳
HWM,HWM,2025-10-09,Pass,3,188.72,1.51,9.51,,,WRONG ❌
UA,UA,2025-10-09,Pass,1,4.7,-1.7,-5.53,,,PENDING ⏳
DIS,DIS,2025-10-09,Hold,7,110.24,-1.0,-0.23,,,FLAT ➖
BAX,BAX,2025-10-09,Hold,7,22.5,2.04,-20.04,,,WRONG ❌
HRL,HRL,2025-10-09,Hold,7,23.48,1.16,-6.16,,,WRONG ❌
NVDA,NVDA,2025-10-09,Hold,5,192.56,-5.59,-2.3,,,SAFE 🛡️
GXO,GXO,2025-10-09,Hold,9,53.73,1.64,-5.38,,,WRONG ❌
F,F,2025-10-09,Hold,5,11.37,2.09,16.2,,,SAFE 🛡️
XBI,XBI,2025-10-09,Hold,8,106.52,1.3,2.29,,,FLAT ➖
BAX,BAXTER,2025-10-02,Buy aggressively,10,23.22,-3.1,-20.49,,,WRONG ❌
ETSY,ETSY,2025-10-02,Buy more on pullback,9,72.54,0.44,-14.53,,,WRONG ❌
BABA,BABA,2025-10-02,Hold,9,189.34,-8.27,-9.99,,,WRONG ❌
NOV,NOV,2025-10-02,Buy,9,13.17,-0.6,10.36,,,CORRECT ✅
GXO,GXO,2025-10-02,Hold,8,53.8,-0.13,4.48,,,CORRECT ✅
CPS,COOPER STANDARD,2025-10-02,Hold,7,36.56,-11.11,-17.34,,,WRONG ❌
QXO,QXO,2025-10-02,Hold,8,19.91,-0.9,-11.25,,,WRONG ❌
INTC,INTEL,2025-10-02,"Hold, buy on pullback",8,37.3,1.34,7.21,,,CORRECT ✅
EL,ESTEE LAUDER,2025-10-02,Buy,8,88.44,5.86,8.92,,,CORRECT ✅
GEHC,GEHC,2025-10-02,Look into,7,76.79,-3.38,-2.39,,,FLAT ➖
BABA,BABA,2025-09-25,Buy,10,175.47,7.9,-0.44,,,FLAT ➖
INTC,INTC,2025-09-25,Buy,9,33.99,9.74,12.62,,,CORRECT ✅
NOW,NOW,2025-09-25,Monitor,7,918.61,-0.93,1.26,,,FLAT ➖
CRK,CRK,2025-09-25,Buy,10,19.37,9.24,-7.74,,,WRONG ❌
XOM,XOM,2025-09-25,Consider selective opportunities,8,114.59,-3.72,-0.17,,,FLAT ➖
ALB,ALB,2025-09-25,Buy on weakness,9,84.57,3.28,24.53,,,CORRECT ✅
IWM,IWM,2025-09-25,Increase exposure,8,239.29,1.98,4.24,,,CORRECT ✅
PYPL,PYPL,2025-09-25,Buy,8,66.59,3.28,4.54,,,CORRECT ✅
NLY,NLY,2025-09-25,Avoid,2,20.12,2.87,4.11,,,WRONG ❌
BYD,BYD,2025-09-25,Monitor,7,84.31,2.98,-6.77,,,WRONG ❌
DIS,DIS,2025-09-25,Monitor,5,112.23,-0.75,-1.16,,,PENDING ⏳
UPS,UPS,2025-09-25,Monitor,5,81.17,3.62,5.62,,,PENDING ⏳
NOG,NOG,2025-09-25,Avoid,2,26.5,-9.06,-18.68,,,CORRECT ✅
CAR,CAR,2025-09-25,Avoid,1,163.28,-2.19,-3.84,,,CORRECT ✅
EL,EL,2025-09-25,Monitor,5,83.68,5.69,21.63,,,PENDING ⏳
SPY,SPY,2025-09-25,Monitor,5,658.05,1.7,2.92,,,PENDING ⏳
NVDA,NVDA,2025-09-25,Monitor,5,177.68,6.3,4.82,,,PENDING ⏳
BABA,BABA,2025-09-18,Buy,10,162.48,7.99,2.81,-8.12,,CORRECT ✅
PYPL,PYPL,2025-09-18,Buy,8,68.36,-2.6,-1.62,-10.29,,FLAT ➖
NOV,NOV,2025-09-18,Buy,8,12.91,2.93,-2.39,18.66,,FLAT ➖
^GSPC,SPX,2025-09-18,Hold,7,6631.96,-0.41,0.48,2.54,,FLAT ➖
NVDA,NVDA,2025-09-18,Hold,6,176.23,0.82,3.96,0.85,,SAFE 🛡️
AMD,AMD,2025-09-18,Sell,8,157.92,2.12,47.59,32.45,,WRONG ❌
DIS,DIS,2025-09-18,Hold,5,114.09,-1.63,-3.65,-2.16,,SAFE 🛡️
GXO,GXO,2025-09-18,Buy,7,51.11,3.13,8.04,2.93,,CORRECT ✅
INTC,INTC,2025-09-18,Buy,9,30.57,11.19,21.07,22.05,,CORRECT ✅
WEN,WEN,2025-09-18,Hold,5,9.36,-3.78,-6.72,-10.81,,SAFE 🛡️
ADBE,ADBE,2025-09-18,Avoid,1,367.46,-3.62,-9.31,-5.33,,CORRECT ✅
ATKR,ATKR,2025-09-18,Watch,6,60.26,-0.08,7.64,6.29,,PENDING ⏳
SBUX,SBUX,2025-09-18,Hold,4,82.82,0.49,2.33,2.73,,SAFE 🛡️
REGN,REGN,2025-09-18,Buy,7,597.96,-7.22,-3.45,24.82,,WRONG ❌
DECK,DECK,2025-09-18,Avoid,3,115.43,-8.32,-13.52,-9.73,,CORRECT ✅
CYH,CYH,2025-09-18,Watch,5,3.08,3.25,0.0,5.52,,PENDING ⏳
IFF,IFF,2025-09-18,Buy,7,63.33,-5.41,0.66,1.97,,FLAT ➖
LEG,LEG,2025-09-18,Hold,6,9.6,-9.02,-7.99,19.19,,WRONG ❌
NCL,NCL,2025-09-18,Avoid,4,11.14,-21.84,-94.27,-96.94,,CORRECT ✅
IWM,IWM,2025-09-11,Hold,8,240.12,1.97,-0.97,4.69,,FLAT ➖
AAPL,AAPL,2025-09-11,Hold,5,229.81,3.41,6.63,20.61,,SAFE 🛡️
BABA,BABA,2025-09-11,Strong Buy,10,155.44,4.53,2.3,0.33,,FLAT ➖
PYPL,PYPL,2025-09-11,Strong Buy,9,67.11,1.86,3.82,-9.44,,CORRECT ✅
AAP,AAP,2025-09-11,Hold,7,61.89,-3.34,-20.05,-25.17,,WRONG ❌
BAX,BAXTER,2025-09-11,Buy,8,24.48,-3.27,-10.37,-25.81,,WRONG ❌
DIS,DIS,2025-09-11,Hold,8,116.29,-1.9,-6.74,-8.59,,WRONG ❌
GNRC,GNRC,2025-09-11,Hold,8,187.86,-2.03,-9.46,-14.77,,WRONG ❌
INTC,INTC,2025-09-11,Hold,8,24.61,24.22,47.79,64.57,,CORRECT ✅
LRN,LRN,2025-09-11,Avoid,1,161.08,-12.55,-10.25,-61.53,,CORRECT ✅
HRL,HRL,2025-09-11,Buy,9,25.11,-1.81,-6.65,-5.88,,WRONG ❌
UPS,UPS,2025-09-11,Watch,7,83.2,0.47,-2.1,16.55,,FLAT ➖
SBUX,SBUX,2025-09-11,Watch,5,81.77,1.29,-4.74,0.62,,PENDING ⏳
CRVL,CRVL,2025-09-11,Pass,4,88.21,-5.94,-17.64,-23.97,,PENDING ⏳
ANF,ANF,2025-09-11,Avoid,2,94.24,-4.59,-22.16,6.07,,CORRECT ✅
EMN,EMN,2025-09-11,Pass,5,66.23,-0.94,-13.25,-8.76,,PENDING ⏳
LBRT,LBRT,2025-09-11,Avoid,3,11.05,0.18,8.56,78.77,,WRONG ❌
LULU,LULU,2025-09-11,Watch,6,165.78,2.4,1.04,9.95,,PENDING ⏳
FMC,FMC,2025-09-11,Watch,8,37.54,-2.59,-22.53,-64.38,,WRONG ❌
VFC,VFC,2025-09-11,Buy,9,15.4,-2.39,-14.15,17.38,,WRONG ❌
QXO,QXO,2025-09-04,Buy,8,20.64,3.0,-1.99,-6.35,,FLAT ➖
INTC,INTC,2025-09-04,Buy,9,24.61,0.0,49.65,76.64,,CORRECT ✅
NVDA,NVDA,2025-09-04,Hold or Reduce,7,171.64,3.22,9.3,5.71,,PENDING ⏳
BABA,BABA,2025-09-04,Strong Buy,10,130.92,18.73,43.62,23.08,,PENDING ⏳
PYPL,PYPL,2025-09-04,Buy,8,68.3,-1.74,1.15,-7.91,,FLAT ➖
TSLA,TSLA,2025-09-04,Avoid,6,338.53,8.94,26.97,26.8,,WRONG ❌
CAVA,CAVA,2025-09-04,Avoid,3,65.96,-2.49,-3.68,-20.06,,CORRECT ✅
ETSY,ETSY,2025-09-04,Buy,8,52.21,14.14,38.63,4.71,,CORRECT ✅
CTO,CTO,2025-09-04,Buy,7,16.6,-2.2,-4.26,6.47,,WRONG ❌
DIS,DIS,2025-09-04,Buy,8,118.01,-1.46,-5.34,-11.77,,WRONG ❌
ISRG,ISRG,2025-09-04,Hold,5,454.52,0.29,-0.48,24.91,,SAFE 🛡️
BABA,BABA,2025-08-28,Buy,10,119.57,9.49,43.77,31.31,,CORRECT ✅
INTC,INTC,2025-08-28,Buy,9,24.93,-1.28,42.4,43.72,,CORRECT ✅
NVDA,NVDA,2025-08-28,"Hold, Watch Guidance",7,180.15,-4.72,-1.09,-1.3,,PENDING ⏳
QXO,QXO,2025-08-28,Buy,9,21.03,-1.85,-10.65,-15.88,,WRONG ❌
NOV,NOV,2025-08-28,Buy,8,13.07,1.21,2.7,14.51,,CORRECT ✅
DIS,DIS,2025-08-28,Hold,6,116.85,0.99,-3.54,-12.18,,WRONG ❌
HRL,HRL,2025-08-28,Buy on dips,6,24.91,0.08,-1.98,-7.75,,FLAT ➖
VFC,VFC,2025-08-28,Hold,6,14.74,0.47,-0.55,16.39,,FLAT ➖
BA,BA,2025-08-28,Hold,6,236.16,-2.29,-6.31,-22.75,,WRONG ❌
BZH,BZH,2025-08-28,Hold,6,25.2,3.06,-2.82,-10.0,,WRONG ❌
SEDG,SEDG,2025-08-28,Avoid,3,33.25,2.74,18.65,5.23,,WRONG ❌
SNBR,SNBR,2025-08-28,Avoid,3,10.59,-8.12,-31.54,-56.09,,CORRECT ✅
DOCU,DOCU,2025-08-28,Avoid,3,75.51,0.97,7.96,-10.0,,WRONG ❌
XBI,XBI,2025-08-28,Hold,6,90.26,3.52,8.51,34.46,,CORRECT ✅
HTZ,HTZ,2025-08-28,Avoid,2,5.73,-5.24,18.15,-8.2,,WRONG ❌
FLWS,FLWS,2025-08-28,Neutral,4,5.6,-7.5,-14.82,-41.79,,PENDING ⏳
LYV,LYV,2025-08-28,Neutral,5,166.62,-2.18,-2.9,-22.24,,PENDING ⏳
BZH,BZH,2025-08-28,Hold,6,25.2,3.06,-2.82,-10.0,,WRONG ❌
INTC,INTC,2025-08-21,Buy,9,23.5,6.09,25.87,46.09,,CORRECT ✅
AMAT,AMAT,2025-08-21,Sell,2,159.53,3.4,18.93,40.84,,WRONG ❌
META,META,2025-08-21,Hold,5,738.0,1.62,5.31,-19.08,,SAFE 🛡️
BABA,BABA,2025-08-21,Buy,10,118.09,1.25,37.87,35.25,,CORRECT ✅
NUE,NUE,2025-08-21,Hold,7,142.67,4.57,-6.95,4.09,,WRONG ❌
UNH,UNH,2025-08-21,Hold,8,299.43,-0.35,11.69,4.02,,CORRECT ✅
ALB,ALB,2025-08-21,Buy,8,78.28,7.58,4.24,54.61,,CORRECT ✅
TGT,TGT,2025-08-21,Watch,5,95.85,-0.26,-9.2,-7.64,,PENDING ⏳
VFC,VF CORP,2025-08-21,Buy,7,12.89,14.35,11.48,12.41,,CORRECT ✅
CPS,CPS,2025-08-21,Buy,10,34.31,5.3,10.67,-11.48,,CORRECT ✅
QXO,QXO,2025-08-21,Buy,8,18.82,11.74,9.56,-11.32,,CORRECT ✅
AAP,AAP,2025-08-21,Buy,9,55.32,8.85,5.58,-10.06,,CORRECT ✅
XBI,XBI,2025-08-21,Buy,7,89.89,0.41,6.32,28.13,,CORRECT ✅
IBB,IBB,2025-08-21,Buy,7,138.53,-0.4,2.91,20.04,,CORRECT ✅
ATRO,ATRO,2025-08-21,Pass,4,35.6,6.26,16.85,39.3,,PENDING ⏳
CE,CE,2025-08-21,Watch,6,44.65,4.9,-0.96,-18.57,,PENDING ⏳
BABA,BABA,2025-08-14,Hold,8,122.28,-3.43,26.81,31.5,,CORRECT ✅
IBM,IBM,2025-08-14,Hold,5,235.81,0.97,6.89,33.04,,SAFE 🛡️
AAPL,AAPL,2025-08-14,Hold,5,232.55,-3.39,0.55,18.36,,SAFE 🛡️
NVDA,NVDA,2025-08-14,Trim,5,182.0,-3.87,-2.3,6.13,,PENDING ⏳
GILD,GILD,2025-08-14,Hold,5,117.42,-2.42,-3.76,3.69,,SAFE 🛡️
GXO,GXO,2025-08-14,Buy,8,53.63,-2.63,-4.85,-2.35,,WRONG ❌
LOGI,LOGI,2025-08-14,Monitor,7,96.95,1.34,10.17,23.74,,CORRECT ✅
VFC,VFC,2025-08-14,Buy,9,12.82,0.54,15.34,15.03,,CORRECT ✅
LULU,LULU,2025-08-14,Hold,5,195.19,1.53,-18.1,-13.0,,BAD HOLD ❌
UNH,UNH,2025-08-14,Monitor,6,267.99,11.74,29.84,21.37,,CORRECT ✅
XOM,XOM,2025-08-14,Hold,7,105.47,2.67,5.42,12.59,,CORRECT ✅
ELV,ELV,2025-08-14,Avoid,2,292.32,4.8,6.1,7.29,,WRONG ❌
WFC,WFC,2025-08-14,Hold,5,78.99,-1.99,2.58,9.11,,SAFE 🛡️
CROX,CROX,2025-08-14,Avoid,2,84.03,-0.26,-7.85,-10.75,,CORRECT ✅
TTD,TTD,2025-08-14,Avoid,2,50.76,3.03,-11.05,-12.92,,CORRECT ✅
SG,SG,2025-08-14,Avoid,3,9.15,-1.86,-7.21,-42.84,,CORRECT ✅
ETHM,ETHM,2025-08-14,Monitor,6,10.9,-2.57,0.18,-5.41,,FLAT ➖
CRK,CRK,2025-08-14,Hold,7,15.93,-1.95,0.13,57.69,,FLAT ➖
DIS,DIS,2025-08-14,Hold,7,115.53,-0.09,-0.3,-1.26,,FLAT ➖
NOV,NOV,2025-08-07,Buy,8,11.78,3.61,11.93,24.65,,CORRECT ✅
PYPL,PYPL,2025-08-07,Hold,7,68.06,1.7,0.06,-3.14,,FLAT ➖
INTC,INTC,2025-08-07,Buy,7,19.77,20.69,23.87,87.3,,CORRECT ✅
BAX,BAX,2025-08-07,Buy,9,23.36,3.87,4.47,-23.25,,CORRECT ✅
SWK,SWK,2025-08-07,Buy,8,67.18,8.26,15.37,-1.97,,CORRECT ✅
CRK,CRK,2025-08-07,Hold,7,16.08,-0.93,-1.12,24.69,,FLAT ➖
VFC,VFC,2025-08-07,Hold,7,11.92,7.55,24.48,14.87,,CORRECT ✅
AMZN,AMZN,2025-08-07,Hold,5,223.13,3.52,4.12,11.74,,SAFE 🛡️
PLTR,PLTR,2025-08-07,Hold,5,182.2,-0.65,-15.97,4.69,,BAD HOLD ❌
ETSY,ETSY,2025-07-31,Hold,7,58.27,3.81,-9.03,28.33,,WRONG ❌
ALB,ALB,2025-07-31,Buy on weakness,9,67.28,3.26,25.16,43.26,,CORRECT ✅
INTC,INTC,2025-07-31,Buy,10,19.8,-0.15,22.98,109.75,,CORRECT ✅
PYPL,PYPL,2025-07-31,Buy,10,68.6,-0.79,2.08,6.2,,FLAT ➖
BA,BA,2025-07-31,Hold,7,221.84,2.47,5.79,0.67,,CORRECT ✅
BAX,BAX,2025-07-31,Buy,9,21.6,8.18,14.26,5.79,,CORRECT ✅
NOV,NOV,2025-07-31,Buy,8,12.45,-5.41,5.64,19.51,,CORRECT ✅
GNRC,GNRC,2025-07-31,Hold,7,194.69,-0.6,-4.85,-2.33,,WRONG ❌
CCI,CCI,2025-07-31,Hold,7,102.7,1.07,-5.66,-8.99,,WRONG ❌
CPS,CPS,2025-07-31,Hold,8,24.1,2.61,52.78,57.01,,CORRECT ✅
VFC,VFC,2025-07-31,Buy,10,11.59,2.82,29.1,25.14,,CORRECT ✅
BABA,BABA,2025-07-31,Hold,9,120.63,0.27,11.91,46.5,,CORRECT ✅
